260204075901                            402135400486100001        2026  0
260204075901               010003449    520011628006700001        2026  0
260204075901               010005117    695174054009400001        2026  0
260204075901               010006827    520032101388700001        2026  0
260204075901               010001993    502126523206200001        2026  0
