251117080250               010005987    328277039047600001        2025  0
251117080250               010000397    520251800329900001        2025  0
251117080250               010001408    356430003185200001        2025  0
251117080250               010001933    520288810293600001        2025  0
251117080250               010006902    520288822490400001        2025  0
251117080250               010005975    521300052422200001        2025  0
251117080250               010004432    520515201315000001        2025  0
251117080250               010002157         3010665900001        2025  0
251117080250               010004102    333787572282700001        2025  0
251117080250               010006925    333787592058200001        2025  0
251117080250               010003674    843602235175200001        2025  0
251117080250               010004279    870021695838700001        2025  0
