251022080844                            520288810619400001        2025  0
251022080844               010001844    520288810549400001        2025  0
251022080844               010005016    800654080460500001        2025  0
251022080844               010004861    520512200427000001        2025  0
251022080844               010005163    520512200291700001        2025  0
251022080844               010006572    352293000527800001        2025  0
251022080844               010003713    880945498005800001        2025  0
