250916075637               010001589    520635502248200001        2025  0
250916075637               010003591    520635502432500005        2025  0
250916075637               010005263    520635502368700001        2025  0
250916075637               010000406    520251800003800001        2025  0
250916075637               010000938    520030985191300001        2025  0
250916075637               010002101    501132191475900001        2025  0
250916075637               010001043    402135403053200001        2025  0
250916075637               010003879    520288822430000001        2025  0
250916075637               010004291    520288810619400001        2025  0
250916075637               010005218    401347411612800001        2025  0
250916075637               010006301    520515201784400001        2025  0
250916075637               010001269    520515200340300001        2025  0
250916075637               010004102    333787572282700001        2025  0
250916075637               010005009    800654084696400001        2025  0
250916075637               010006354    501978105724500001        2025  0
250916075637               010000948    356430000103900001        2025  0
250916075637               010005159    520646900465700001        2025  0
250916075637               010004419    501622120116900001        2025  0
250916075637               010003355    328277010933700001        2025  0
250916075637               010005542     03398401720700001        2025  0
250916075637               010006010    520635502772200010        2025  0
250916075637               010006014    520635502775300010        2025  0
