250801012903                            328277905141500001        2025  0
250801012903               010004248    352293000345800001        2025  0
250801012903               010002975    328277003753100001        2025  0
250801012903               010002002    520288822711000001        2025  0
250801012903               010001486    401347411646300001        2025  0
250801012903               010006515    520288827809900001        2025  0
250801012903               010003369    520512200230600001        2025  0
250801012903               010003179    520668000082700001        2025  0
250801012903               010000380    502126524382200001        2025  0
